Name,Country,Latitude,Longitude,Elevation,Type,Status,marker-symbol
Pico,Portugal,38.47,-28.4,2351,Stratovolcano,Historical,vol-red
Piip,Russia,55.42,167.33,-300,Submarine volcano,Tephrochronology,vol-red
"Pilas, Las",Nicaragua,12.495,-86.688,1088,Complex volcano,Historical,vol-red
"Pina, Cerro",Chile,-19.492,-68.65,4037,Unknown,Holocene,vol-red
Pinacate,Mexico,31.772,-113.498,1200,Cinder cone,Holocene,vol-red
Pinatubo,Philippines,15.13,120.35,1486,Stratovolcano,Historical,vol-red
Pinta,Ecuador,0.58,-90.75,780,Shield volcano,Historical,vol-red
Piparo,Trinidad,10,-61,140,Mud volcano,Historical,vol-red
Piratkovsky,Russia,52.113,157.849,1322,Stratovolcano,Holocene,vol-red
Planchon-Peteroa,Chile,-35.24,-70.57,4107,Caldera,Historical,vol-red
Platanar,Costa Rica,10.3,-84.366,2267,Stratovolcano,Holocene,vol-red
"Pleiades, The",Antarctica,-72.67,165.5,3040,Stratovolcano,K-Ar,vol-red
Plosky,Russia,55.2,158.47,1236,Shield volcano,Holocene,vol-red
Plosky,Russia,57.83,160.25,1255,Shield volcano,Holocene,vol-red
Plosky Volc Group,Russia,52.02,157.53,681,Volcanic field,Holocene,vol-red
Poas,Costa Rica,10.2,-84.233,2708,Stratovolcano,Historical,vol-red
Pocdol Mountains,Philippines,13.05,123.958,1102,Compound volcano,Holocene,vol-red
Poco Leok,Indonesia,-8.68,120.48,1675,Unknown,Fumarolic,vol-red
Pogranychny,Russia,56.85,159.8,1427,Shield volcano,Holocene,vol-red
Popa,Myanmar,20.87,95.23,1518,Stratovolcano,Anthropology,vol-red
Popocatepetl,Mexico,19.023,-98.622,5426,Stratovolcano,Historical,vol-red
Porak,Armenia,40.017,45.783,2800,Stratovolcano,Anthropology,vol-red
"Possession, Ile de la",Indian Ocean,-46.42,51.63,934,Stratovolcano,Holocene,vol-red
Prestahnukur,Iceland,64.6,-20.58,1390,Subglacial volcano,Radiocarbon,vol-red
Prevo Peak,Russia,47.02,152.12,1360,Stratovolcano,Historical,vol-red
"Prieto, Cerro",Mexico,32.418,-115.305,223,Lava dome,Holocene,vol-red
Prince Edward Island,Indian Ocean,-46.63,37.95,672,Shield volcano,Holocene,vol-red
Protector Shoal,Antarctica,-55.92,-28.08,-27,Submarine volcano,Historical,vol-red
Puesto Cortaderas,Argentina,-37.55,-69.62,970,Pyroclastic cone,Holocene,vol-red
Puesto Cortaderas,Argentina,-37.567,-69.617,970,Pyroclastic cone,Holocene,vol-red
Pular,Chile,-24.18,-68.05,6233,Stratovolcano,Holocene,vol-red
Pululagua,Ecuador,0.038,-78.463,3356,Caldera,Radiocarbon,vol-red
Puntiagudo-Cordon Cenizo,Chile,-40.969,-72.264,2493,Stratovolcano,Historical,vol-red
Purace,Colombia,2.32,-76.4,4650,Stratovolcano,Historical,vol-red
Purico Complex,Chile,-23,-67.75,5703,Pyroclastic shield,Holocene,vol-red
Putana,Chile,-22.57,-67.87,5890,Stratovolcano,Historical,vol-red
Puyehue,Chile,-40.59,-72.117,2236,Stratovolcano,Holocene,vol-red
Puyuhuapi,Chile,-44.3,-72.53,255,Cinder cone,Holocene,vol-red
Qal'eh Hasan Ali,Iran,29.4,57.57,0,Maar,Holocene,vol-red
Qualibou,St. Lucia,13.83,-61.05,777,Caldera,Historical,vol-red
Quetrupillan,Chile,-39.5,-71.7,2360,Caldera,Historical,vol-red
Quezaltepeque,Guatemala,14.65,-89.35,1200,Volcanic field,Holocene,vol-red
"Quill, The",Netherlands,17.48,-62.95,601,Stratovolcano,Radiocarbon,vol-red
Quilotoa,Ecuador,-0.85,-78.9,3914,Caldera,Radiocarbon,vol-red
Quimsachata,Peru,-14.37,-71.17,3923,Lava dome,Holocene,vol-red
Rabaul,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,vol-red
Ragang,Philippines,7.67,124.5,2815,Stratovolcano,Historical,vol-red
"Rahah, Harrat ar",Saudi Arabia,27.8,36.17,1660,Volcanic field,Anthropology,vol-red
"Rahat, Harrat",Saudi Arabia,23.08,39.78,1744,Volcanic field,Historical,vol-red
Raikoke,Russia,48.292,153.25,551,Stratovolcano,Historical,vol-red
Rainier,United States,46.87,-121.758,4392,Stratovolcano,Dendrochronology,vol-red
Rajabasa,Indonesia,-5.78,105.625,1281,Stratovolcano,Fumarolic,vol-red
Ranakah,Indonesia,-8.62,120.52,2100,Lava dome,Historical,vol-red
Ranau,Indonesia,-4.83,103.92,1881,Caldera,Holocene,vol-red
Raoul Island,New Zealand,-29.27,-177.92,516,Stratovolcano,Historical,vol-red
Rasshua,Russia,47.77,153.02,956,Stratovolcano,Historical,vol-red
Raung,Indonesia,-8.125,114.042,3332,Stratovolcano,Historical,vol-red
Rausu,Japan,44.073,145.125,1660,Stratovolcano,Tephrochronology,vol-red
Recheschnoi,United States,53.15,-168.55,1984,Stratovolcano,Holocene,vol-red
Reclus,Chile,-50.98,-73.7,0,Stratovolcano,Radiocarbon,vol-red
Red Cones,United States,37.58,-119.05,2748,Cinder cone,Holocene,vol-red
Redoubt,United States,60.48,-152.75,3108,Stratovolcano,Historical,vol-red
Reporoa,New Zealand,-38.42,176.33,592,Caldera,Tephrochronology,vol-red
"Resago, Volcan",Chile,-36.45,-70.92,1550,Cinder cone,Holocene,vol-red
Reventador,Ecuador,-0.078,-77.656,3562,Stratovolcano,Historical,vol-red
Reykjanes,Iceland,63.88,-22.5,230,Crater rows,Historical,vol-red
Reykjaneshryggur,Iceland,63.67,-23.33,80,Submarine volcanoes,Historical,vol-red
Rincon de la Vieja,Costa Rica,10.83,-85.324,1916,Complex volcano,Historical,vol-red
Rinjani,Indonesia,-8.42,116.47,3726,Stratovolcano,Historical,vol-red
Risco Plateado,Argentina,-34.933,-70,4999,Stratovolcano,Holocene?,vol-red
Rishiri,Japan,45.18,141.25,1719,Stratovolcano,Radiocarbon,vol-red
Ritter Island,Papua New Guinea,-5.52,148.121,140,Stratovolcano,Historical,vol-red
Robinson Crusoe,Chile,-33.658,-78.85,922,Shield volcano,Historical,vol-red
Robledo,Argentina,-26.767,-67.717,4400,Caldera,Holocene,vol-red
Rocard,France,-17.642,-148.6,-2100,Submarine volcano,Seismicity,vol-red
Romanovka,Russia,55.65,158.8,1442,Stratovolcano,Holocene,vol-red
Rota,Nicaragua,12.55,-86.75,832,Stratovolcano,Holocene,vol-red
Roundtop,United States,54.8,-163.6,1871,Stratovolcano,Holocene,vol-red
Royal Society Range,Antarctica,-78.25,163.6,3000,Cinder cone,Holocene,vol-red
Ruang,Indonesia,2.28,125.425,725,Stratovolcano,Historical,vol-red
Ruapehu,New Zealand,-39.28,175.57,2797,Stratovolcano,Historical,vol-red
Ruby,United States,15.617,145.567,-230,Submarine volcano,Historical,vol-red
Ruby,United States,15.62,145.57,-230,Submarine volcano,Historical,vol-red
Ruby Mountain,Canada,59.68,-133.32,1523,Cinder cone,Historical,vol-red
Rudakov,Russia,45.88,149.83,542,Stratovolcano,Holocene,vol-red
Ruiz,Colombia,4.895,-75.322,5321,Stratovolcano,Historical,vol-red
Rumble II West,New Zealand,-35.353,178.527,1200,Submarine volcano,Fumarolic,vol-red
Rumble III,New Zealand,-35.745,178.478,-140,Submarine volcano,Hydrophonic,vol-red
Rumble IV,New Zealand,-36.13,178.05,-450,Submarine volcano,Fumarolic,vol-red
Rumble V,New Zealand,-36.139,178.197,-700,Submarine volcano,Fumarolic,vol-red
Rungwe,Tanzania,-9.13,33.67,2961,Stratovolcano,Holocene,vol-red
R°o Murta,Chile,-46.167,-72.667,,Pyroclastic cones,Holocene?,vol-red
SW Usangu Basin,Tanzania,-8.75,33.8,2179,Lava dome,Holocene,vol-red
Saba,Netherlands,17.63,-63.23,887,Stratovolcano,Historical,vol-red
Sabalan,Iran,38.25,47.917,4811,Stratovolcano,Holocene,vol-red
Sabancaya,Peru,-15.783,-71.85,5967,Stratovolcanoes,Historical,vol-red
Sabancaya,Peru,-15.78,-71.85,5967,Stratovolcano,Historical,vol-red
Sahand,Iran,37.75,46.433,3707,Stratovolcano,Holocene,vol-red
Sairecabur,Bolivia,-22.73,-67.88,5971,Stratovolcano,Holocene,vol-red
Sakar,Papua New Guinea,-5.414,148.094,992,Stratovolcano,Holocene,vol-red
Sakura-jima,Japan,31.58,130.67,1117,Stratovolcano,Historical,vol-red
Salak,Indonesia,-6.72,106.73,2211,Stratovolcano,Historical,vol-red
San Borja Volc Field,Mexico,28.5,-113.75,1360,Cinder cone,Holocene,vol-red
San Carlos,Equatorial Guinea,3.35,8.52,2260,Shield volcano,Holocene,vol-red
San Cristobal,Ecuador,-0.88,-89.5,759,Shield volcano,Holocene,vol-red
San Cristobal,Nicaragua,12.702,-87.004,1745,Stratovolcano,Historical,vol-red
San Diego,El Salvador,14.27,-89.48,781,Volcanic field,Holocene,vol-red
San Felix,Chile,-26.27,-80.12,183,Shield volcano,Holocene,vol-red
San Joaquin,Equatorial Guinea,3.35,8.63,2009,Shield volcano,Holocene,vol-red
San Jorge,Portugal,38.65,-28.08,1053,Fissure vent,Historical,vol-red
San Jose,Argentina,-33.782,-69.897,5856,Stratovolcano,Historical,vol-red
"San Luis, Isla",Mexico,29.814,-114.384,180,Tuff cone,Holocene,vol-red
San Marcelino,El Salvador,13.853,-89.63,2381,Stratovolcano,Historical,vol-red
San Martin,Mexico,18.572,-95.169,1650,Shield volcano,Historical,vol-red
San Miguel,El Salvador,13.431,-88.272,2130,Stratovolcano,Historical,vol-red
San Pedro,Chile,-21.88,-68.4,6145,Stratovolcano,Historical,vol-red
San Pedro-Pellado,Chile,-35.989,-70.849,3621,Stratovolcano,Holocene,vol-red
San Quintin Volc Field,Mexico,30.468,-115.996,260,Cinder cone,Holocene,vol-red
San Salvador,El Salvador,13.736,-89.286,1893,Stratovolcano,Historical,vol-red
San Vicente,El Salvador,13.623,-88.852,2182,Stratovolcano,Holocene,vol-red
Sanbe,Japan,35.13,132.62,1126,Caldera,Radiocarbon,vol-red
Sand Mountain Field,United States,44.38,-121.93,1664,Cinder cone,Radiocarbon,vol-red
Sanford,United States,62.22,-144.13,4949,Shield volcano,Holocene,vol-red
Sanganguey,Mexico,21.45,-104.73,2340,Stratovolcano,Holocene,vol-red
SangangÅey,Mexico,21.45,-104.733,2340,Stratovolcano,Holocene,vol-red
Sangay,Ecuador,-2.03,-78.33,5230,Stratovolcano,Historical,vol-red
Sangeang Api,Indonesia,-8.18,119.058,1949,Complex volcano,Historical,vol-red
"Sano, Wai",Indonesia,-8.68,120.025,903,Caldera,Holocene,vol-red
Santa Ana,El Salvador,13.853,-89.63,2365,Stratovolcano,Historical,vol-red
Santa Clara,United States,37.257,-113.625,1465,Volcanic field,Holocene,vol-red
Santa Cruz,Ecuador,-0.62,-90.33,864,Shield volcano,Holocene,vol-red
Santa Isabel,Equatorial Guinea,3.58,8.75,2972,Shield volcano,Historical,vol-red
Santa Isabel,Colombia,4.82,-75.37,4950,Shield volcano,Radiocarbon,vol-red
Santa Maria,Guatemala,14.756,-91.552,3772,Stratovolcano,Historical,vol-red
Santiago,Ecuador,-0.22,-90.77,920,Shield volcano,Historical,vol-red
"Santiago, Cerro",Guatemala,14.33,-89.87,1192,Volcanic field,Holocene,vol-red
Santo Antao,Cape Verde,17.07,-25.17,1979,Stratovolcano,Holocene,vol-red
Santo Tomas,Philippines,16.33,120.55,2260,Stratovolcano,Uncertain,vol-red
Santorini,Greece,36.404,25.396,329,Shield volcano,Historical,vol-red
Sao Tome,Sao Tome & Principe,0.32,6.72,2024,Shield volcano,Holocene,vol-red
Sarigan,United States,16.708,145.783,538,Stratovolcano,Holocene,vol-red
Sarigan,United States,16.708,145.78,538,Stratovolcano,Holocene,vol-red
Sarik-Gajah,Indonesia,0.08,100.2,0,Pyroclastic cone,Holocene,vol-red
Sarychev Peak,Russia,48.092,153.2,1496,Stratovolcano,Historical,vol-red
Satah Mountain,Canada,52.47,-124.7,1921,Volcanic field,Holocene,vol-red
Savai'i,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,vol-red
Savo,Solomon Is.,-9.13,159.82,510,Stratovolcano,Historical,vol-red
"Sawad, Harra Es-",Yemen,13.58,46.12,1737,Volcanic field,Historical,vol-red
Schmidt,Russia,54.917,160.633,2020,Shield volcano,Holocene,vol-red
Seal Nunataks Group,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Historical,vol-red
Seamount X,United States,13.25,144.017,-1230,Submarine volcano,Fumarolic,vol-red
Sedankinsky,Russia,57.23,160.08,1241,Shield volcano,Holocene,vol-red
Segererua Plateau,Kenya,1.57,37.9,699,Pyroclastic cone,Holocene,vol-red
Seguam,United States,52.32,-172.52,1054,Stratovolcano,Historical,vol-red
Segula,United States,52.02,178.13,1153,Stratovolcano,Holocene,vol-red
Sekincau Belirang,Indonesia,-5.12,104.32,1719,Caldera,Fumarolic,vol-red
Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,Historical,vol-red
Semisopochnoi,United States,51.95,179.62,1221,Stratovolcano,Historical,vol-red
Sempu,Indonesia,1.142,124.73,1549,Caldera,Fumarolic,vol-red
Serdan-Oriental,Mexico,19.27,-97.47,3485,Tuff cone,Holocene,vol-red
Sergief,United States,52.03,-174.93,560,Stratovolcano,Uncertain,vol-red
Serua,Pacific Ocean,-6.3,130,641,Stratovolcano,Historical,vol-red
Sessagara,Papua New Guinea,-9.48,149.13,370,Unknown,Holocene,vol-red
Sete Cidades,Portugal,37.87,-25.78,856,Stratovolcano,Historical,vol-red
Seulawah Agam,Indonesia,5.448,95.658,1810,Stratovolcano,Historical,vol-red
Severny,Russia,58.28,160.87,1936,Shield volcano,Holocene,vol-red
Shala,Ethiopia,7.47,38.55,2075,Stratovolcano,Holocene,vol-red
Sharat Kovakab,Syria,36.53,40.85,534,Volcanic field,Holocene,vol-red
Shasta,United States,41.42,-122.2,4317,Stratovolcano,Historical,vol-red
Shiga,Japan,36.7,138.52,2036,Shield volcano,Holocene,vol-red
Shikaribetsu Group,Japan,43.28,143.08,1430,Lava dome,Holocene,vol-red
Shikotsu,Japan,42.7,141.33,1320,Caldera,Historical,vol-red
Shiretoko-Iwo-zan,Japan,44.13,145.17,1563,Stratovolcano,Historical,vol-red
Shirinki,Russia,50.2,154.98,761,Stratovolcano,Holocene,vol-red
Shishaldin,United States,54.75,-163.97,2857,Stratovolcano,Historical,vol-red
Shisheika,Russia,57.15,161.083,379,Lava dome,Radiocarbon,vol-red
Shishel,Russia,57.45,160.37,2525,Shield volcano,Holocene,vol-red
Shiveluch,Russia,56.653,161.36,3283,Stratovolcano,Historical,vol-red
Shoshone Lava Field,United States,43.07,-114.43,1525,Cinder cone,Holocene,vol-red
Sibayak,Indonesia,3.2,98.52,2212,Stratovolcano,Historical,vol-red
Sibualbuali,Indonesia,1.556,99.255,1819,Stratovolcano,Holocene,vol-red
Silali,Kenya,1.15,36.23,1528,Shield volcano,Ar/Ar,vol-red
Silay,Philippines,10.77,123.23,1535,Stratovolcano,Holocene,vol-red
Silverthrone,Canada,51.43,-126.3,3160,Caldera,Holocene,vol-red
Simbo,Solomon Is.,-8.292,156.52,335,Stratovolcano,Uncertain,vol-red
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,vol-red
Sinarka,Russia,48.875,154.175,934,Stratovolcano,Historical,vol-red
Singu Plateau,Myanmar,22.7,95.98,507,Fissure vent,Holocene,vol-red
"Singuil, Cerro",El Salvador,14.03,-89.7,957,Cinder cone,Holocene,vol-red
Siple,Antarctica,-73.43,-126.67,3110,Shield volcano,Holocene,vol-red
Sirung,Indonesia,-8.51,124.148,862,Complex volcano,Historical,vol-red
Slamet,Indonesia,-7.242,109.208,3432,Stratovolcano,Historical,vol-red
Smirnov,Russia,44.43,146.13,1189,Stratovolcano,Holocene,vol-red
Smith Rock,Japan,31.32,140.05,136,Submarine volcano,Historical,vol-red
Smith Volcano,Philippines,19.523,121.94,2090,Stratovolcano,Historical,vol-red
Snaefellsjokull,Iceland,64.8,-23.78,1448,Stratovolcano,Radiocarbon,vol-red
Snegovoy,Russia,58.2,160.97,2169,Shield volcano,Holocene,vol-red
Snezhniy,Russia,58.02,160.75,2169,Shield volcano,Holocene,vol-red
Snowy,United States,58.33,-154.68,2161,Stratovolcano,Fumarolic,vol-red
Soche,Ecuador,0.552,-77.58,3955,Stratovolcano,Radiocarbon,vol-red
Socompa,Argentina,-24.4,-68.25,6051,Stratovolcano,Radiocarbon,vol-red
Socorro,Mexico,18.78,-110.95,1050,Shield volcano,Historical,vol-red
Sodore,Ethiopia,8.43,39.35,1765,Pyroclastic cone,Holocene,vol-red
Sollipulli,Chile,-38.97,-71.52,2282,Caldera,Radiocarbon,vol-red
Soputan,Indonesia,1.108,124.725,1784,Stratovolcano,Historical,vol-red
Sorikmarapi,Indonesia,0.686,99.539,2145,Stratovolcano,Historical,vol-red
Sorkale,Ethiopia,13.18,41.725,1611,Stratovolcano,Holocene,vol-red
Sotara,Colombia,2.12,-76.58,4400,Stratovolcano,Holocene,vol-red
Soufriere Guadeloupe,Guadeloupe,16.05,-61.67,1467,Stratovolcano,Historical,vol-red
Soufriere Hills,Montserrat,16.72,-62.18,915,Stratovolcano,Historical,vol-red
Soufriere St. Vincent,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,Historical,vol-red
South Island,Kenya,2.63,36.6,700,Stratovolcano,Historical,vol-red
South Sister,United States,44.1,-121.77,3157,Complex volcano,Radiocarbon,vol-red
Southern EPR-Segment I,Pacific Ocean,-18.533,-113.417,-2600,Submarine volcano,Magnetism,vol-red
Southern EPR-Segment J,Pacific Ocean,-18.175,-113.35,-2650,Submarine volcano,Magnetism,vol-red
Southern EPR-Segment K,Pacific Ocean,-17.436,-113.206,-2566,Submarine volcano,Historical,vol-red
Southern Sikhote-Alin,Russia,44.5,135.5,0,Volcanic field,Holocene,vol-red
Spectrum Range,Canada,57.43,-130.68,2430,Shield volcano,Holocene,vol-red
Spokoiny,Russia,58.133,160.817,2171,Stratovolcano,Radiocarbon,vol-red
Spurr,United States,61.3,-152.25,3374,Stratovolcano,Historical,vol-red
Squaw Ridge Field,United States,43.472,-120.754,1711,Volcanic field,Holocene,vol-red
Srednii,Russia,47.6,152.92,36,Submarine volcano,Holocene,vol-red
St. Andrew Strait,Papua New Guinea,-2.38,147.35,270,Complex volcano,Historical,vol-red
St. Catherine,Grenada,12.15,-61.67,840,Stratovolcano,Holocene,vol-red
St. Helens,United States,46.2,-122.18,2549,Stratovolcano,Historical,vol-red
St. Michael,United States,63.45,-162.12,715,Shield volcano,Anthropology,vol-red
St. Paul,Indian Ocean,-38.72,77.53,268,Stratovolcano,Historical,vol-red
Steamboat Springs,United States,39.375,-119.72,1415,Lava dome,Pleistocene-Fumarol,vol-red
Steller,United States,58.43,-154.4,2272,Unknown,Uncertain,vol-red
Stepovak Bay 3,United States,55.929,-160.002,1555,Cinder cone,Holocene?,vol-red
Stepovak Bay 4,United States,55.954,-159.954,1557,Stratovolcano,Pleistocene,vol-red
Stromboli,Italy,38.789,15.213,926,Stratovolcano,Historical,vol-red
Sturge Island,Antarctica,-67.4,164.83,1167,Stratovolcano,Uncertain,vol-red
Suchitan Volc Field,Guatemala,14.4,-89.78,2042,Stratovolcano,Holocene,vol-red
Sukaria Caldera,Indonesia,-8.792,121.77,1500,Caldera,Fumarolic,vol-red
Sumaco,Ecuador,-0.538,-77.626,3990,Stratovolcano,Historical,vol-red
Sumbing,Indonesia,-2.414,101.728,2507,Stratovolcano,Historical,vol-red
Sumbing,Indonesia,-7.38,110.058,3371,Stratovolcano,Historical,vol-red
Sumiyoshi-ike,Japan,31.768,130.594,100,Maar,Radiocarbon,vol-red
Sundoro,Indonesia,-7.3,109.992,3136,Stratovolcano,Historical,vol-red
Sunset Crater,United States,35.37,-111.5,2447,Cinder cone,Dendrochronology,vol-red
Suoh,Indonesia,-5.25,104.27,1000,Maar,Historical,vol-red
Suphan Dagi,Turkey,38.92,42.82,4434,Stratovolcano,Holocene,vol-red
Supply Reef,United States,20.13,145.1,-8,Submarine volcano,Hydrophonic,vol-red
Suretamatai,Vanuatu,-13.8,167.47,921,Complex volcano,Historical,vol-red
Suswa,Kenya,-1.175,36.35,2356,Shield volcano,Holocene,vol-red
Suwanose-jima,Japan,29.53,129.72,799,Stratovolcano,Historical,vol-red
Ta'u,United States,-14.23,-169.454,931,Shield volcano,Holocene,vol-red
Taal,Philippines,14.002,120.993,400,Stratovolcano,Historical,vol-red
Taburete,El Salvador,13.435,-88.532,1172,Stratovolcano,Holocene,vol-red
Tacana,Mexico,15.13,-92.112,4110,Stratovolcano,Historical,vol-red
Tacora,Chile,-17.72,-69.77,5980,Stratovolcano,Fumarolic,vol-red
Taftan,Iran,28.6,61.6,4050,Stratovolcano,Holocene,vol-red
Tafu-Maka,Tonga,-15.367,-174.233,-1400,Submarine volcano,Historical,vol-red
Tahalra Volc Field,Algeria,22.667,5,1467,Pyroclastic cones,Holocene,vol-red
Tahual,Guatemala,14.433,-89.9,1716,Stratovolcano,Holocene,vol-red
"Tair, Jebel at",Yemen,15.7,41.742,244,Stratovolcano,Historical,vol-red
Tajumulco,Guatemala,15.034,-91.903,4220,Stratovolcano,Holocene,vol-red
Takahara,Japan,36.9,139.78,1795,Stratovolcano,Holocene,vol-red
Takahe,Antarctica,-76.28,-112.08,3460,Shield volcano,Ice Core,vol-red
Takawangha,United States,51.87,-178.02,1449,Stratovolcano,Holocene,vol-red
Takuan Group,Papua New Guinea,-6.442,155.608,2210,Volcanic complex,Holocene,vol-red
Talagabodas,Indonesia,-7.208,108.07,2201,Stratovolcano,Fumarolic,vol-red
Talakmau,Indonesia,0.079,99.98,2919,Complex volcano,Holocene,vol-red
Talang,Indonesia,-0.978,100.679,2597,Stratovolcano,Historical,vol-red
Tambora,Indonesia,-8.25,118,2850,Stratovolcano,Historical,vol-red
Tampomas,Indonesia,-6.77,107.95,1684,Stratovolcano,Holocene,vol-red
Tana,United States,52.833,-169.767,1170,Stratovolcanoes,Holocene,vol-red
Tanaga,United States,51.88,-178.13,1806,Stratovolcano,Historical,vol-red
Tandikat,Indonesia,-0.433,100.317,2438,Stratovolcano,Historical,vol-red
Tangaroa,New Zealand,-36.321,178.028,600,Submarine volcano,Fumarolic,vol-red
Tangkubanparahu,Indonesia,-6.77,107.6,2084,Stratovolcano,Historical,vol-red
Tao-Rusyr Caldera,Russia,49.35,154.7,1325,Stratovolcano,Historical,vol-red
"Tara, Batu",Indonesia,-7.792,123.579,748,Stratovolcano,Historical,vol-red
Tarakan,Indonesia,1.78,127.792,318,Pyroclastic cone,Holocene,vol-red
Taryatu-Chulutu,Mongolia,48.17,99.7,2400,Volcanic field,Holocene,vol-red
Tat Ali,Ethiopia,13.28,41.07,700,Shield volcano,Holocene,vol-red
Tate-yama,Japan,36.57,137.6,2621,Stratovolcano,Historical,vol-red
Tateshina,Japan,36.1,138.3,2530,Stratovolcano,Holocene,vol-red
Tatun Group,China,25.17,121.52,1120,Stratovolcano,Pleistocene-Fumarol,vol-red
Taunshits,Russia,54.53,159.8,2353,Stratovolcano,Radiocarbon,vol-red
Taupo,New Zealand,-38.82,176,760,Caldera,Radiocarbon,vol-red
Taveuni,Fiji,-16.82,-179.97,1241,Shield volcano,Radiocarbon,vol-red
Tavui,Papua New Guinea,-4.117,152.2,200,Caldera,Radiocarbon,vol-red
Teahitia,France,-17.57,-148.85,-1600,Submarine volcano,Seismicity,vol-red
Tecapa,El Salvador,13.494,-88.502,1593,Stratovolcano,Holocene,vol-red
Tecuamburro,Guatemala,14.156,-90.407,1845,Stratovolcano,Radiocarbon,vol-red
Telica,Nicaragua,12.602,-86.845,1061,Stratovolcano,Historical,vol-red
Telomoyo,Indonesia,-7.37,110.4,1894,Stratovolcano,Holocene,vol-red
"Telong, Bur Ni",Indonesia,4.77,96.808,2624,Stratovolcano,Historical,vol-red
Tenduruk Dagi,Turkey,39.33,43.83,3584,Shield volcano,Holocene,vol-red
Tenerife,Spain,28.271,-16.641,3715,Stratovolcano,Historical,vol-red
Tengchong,China,25.32,98.47,2865,Pyroclastic cone,Historical,vol-red
Tengger Caldera,Indonesia,-7.942,112.95,2329,Stratovolcano,Historical,vol-red
Tenorio,Costa Rica,10.673,-85.015,1916,Stratovolcano,Holocene,vol-red
Teon,Pacific Ocean,-6.92,129.125,655,Stratovolcano,Historical,vol-red
Tepi,Ethiopia,7.42,35.43,2728,Shield volcano,Holocene,vol-red
Terceira,Portugal,38.73,-27.32,1023,Stratovolcano,Historical,vol-red
Terpuk,Russia,57.2,159.833,765,Shield volcano,Radiocarbon,vol-red
Theistareykjarbunga,Iceland,65.88,-16.83,564,Shield volcano,Tephrochronology,vol-red
Thompson Island,Atlantic Ocean,-53.93,5.5,0,Submarine volcano,Uncertain,vol-red
Thordarhyrna,Iceland,62.27,-17.6,1659,Stratovolcano,Historical,vol-red
Thule Islands,Antarctica,-59.45,-27.37,1075,Stratovolcano,Historical,vol-red
Tianshan Volc Group,China,42.5,82.5,0,Volcanic field,Historical,vol-red
Tiatia,Russia,44.358,146.27,1819,Stratovolcano,Historical,vol-red
Ticsani,Peru,-16.755,-70.595,5408,Stratovolcano,Holocene,vol-red
Tidore,Indonesia,0.65,127.4,1730,Stratovolcano,Holocene,vol-red
Tigalalu,Indonesia,0.07,127.42,422,Unknown,Holocene,vol-red
"Tigre, El",El Salvador,13.467,-88.433,1640,Stratovolcano,Holocene,vol-red
"Tigre, Isla El",Honduras,13.27,-87.63,760,Stratovolcano,Holocene,vol-red
Tin Zaouatene Volc Field,Mali,19.833,2.833,,Volcanic field,Holocene,vol-red
Tinakula,Solomon Is.,-10.38,165.8,851,Stratovolcano,Historical,vol-red
Tindfjallajokull,Iceland,63.78,-19.57,1463,Stratovolcano,Holocene,vol-red
Tinguiririca,Chile,-34.814,-70.352,4280,Stratovolcano,Historical,vol-red
Tipas,Argentina,-27.2,-68.55,6660,Complex volcano,Holocene,vol-red
Tipas,Argentina,-27.2,-68.55,6660,Complex volcano,Holocene,vol-red
Titila,Russia,57.4,160.1,1559,Shield volcano,Holocene,vol-red
Tjornes Fracture Zone,Iceland,66.3,-17.1,0,Submarine volcano,Historical,vol-red
Tlevak Strait-Suemez Is.,United States,55.25,-133.3,50,Volcanic field,Holocene,vol-red
To-shima,Japan,34.52,139.28,508,Stratovolcano,Holocene,vol-red
Toba,Indonesia,2.58,98.83,2157,Caldera,Holocene,vol-red
Tobaru,Indonesia,1.625,127.675,1035,Unknown,Holocene,vol-red
Todoko-Ranu,Indonesia,1.22,127.43,979,Caldera,Holocene,vol-red
Todra Volc Field,Chad,17.683,8.5,2000,Volcanic field,Holocene,vol-red
Tofua,Tonga,-19.75,-175.07,512,Caldera,Historical,vol-red
"Toh, Tarso",Chad,21.333,16.333,2000,Volcanic field,Holocene,vol-red
Tokachi,Japan,43.42,142.68,2077,Stratovolcano,Historical,vol-red
Tolbachik,Russia,55.83,160.33,3682,Shield volcano,Historical,vol-red
Tolguaca,Chile,-38.31,-71.645,2806,Stratovolcano,Holocene,vol-red
Tolguaca,Chile,-38.31,-71.645,2806,Stratovolcano,Holocene,vol-red
Tolima,Colombia,4.67,-75.33,5200,Stratovolcano,Historical,vol-red
Toliman,Guatemala,14.612,-91.189,3158,Stratovolcano,Holocene,vol-red
Tolmachev Dol,Russia,52.63,157.58,1021,Cinder cone,Holocene,vol-red
"Toluca, Nevado de",Mexico,19.108,-99.758,4690,Stratovolcano,Radiocarbon,vol-red
Tombel Graben,Cameroon,4.75,9.667,500,Cinder cones,Holocene,vol-red
Tondano Caldera,Indonesia,1.23,124.83,1202,Caldera,Fumarolic,vol-red
